TFN,H23103-2950D-01,10.0.9.13,Version 12.1(20)EA2
TFN,H23104-4321D-01,10.0.9.110,Version 15.5(3)S4b
TFN,H23104-2924D-01,10.0.9.109,Version 12.0(5.3)WC(1)
TFN,TX22801-4321D-01,10.32.13.110,Version 15.5(3)S4b
TFN,H22801-2924D-01,10.32.13.109,Version 12.0(5.2)XU
TFN,H23201-4321D-01,10.0.3.206,Version 15.5(3)S4b
TFN,H23201-2924D-01,10.0.3.205,Version 12.0(5)WC17
TFN,H23502-4321D-01,10.0.5.241,Version 15.5(3)S4b
TFN,H23502-2924D-01,10.0.5.61,Version 12.0(5.2)XU
TFN,H23506-4321D-01,10.0.18.30,Version 15.5(3)S4b
TFN,H23506-3550D-01,10.0.18.29,Version 12.1(11)EA1
TFN,H23602-4321D-01,10.0.5.110,Version 15.5(3)S4b
TFN,H23602-2950D-01,10.0.5.107,Version 12.1(22)EA4
TFN,H23710-4321D-01,10.0.3.110,Version 15.5(3)S4b
TFN,H23701-2924D-01,10.0.3.109,Version 12.0(5.2)XU
TFN,H23802-4321D-01,10.0.3.94,Version 15.5(3)S4b
TFN,H23802-2960D-01,10.0.3.93,Version 12.2(58)SE2
TFN,H23901-4321D-01,10.0.3.126,Version 15.5(3)S4b
TFN,H23901-2960D-01,10.0.3.125,Version 12.2(58)SE2
TFN,H24102-4321D-01,10.32.25.30,Version 15.5(3)S4b
TFN,H24102-2924D-01,10.32.25.29,Version 12.0(5.2)XU
TFN,H24201-4321D-01,10.32.25.14,Version 15.5(3)S4b
TFN,H24201-2950D-01,10.32.25.13,Version 12.1(22)EA14
TFN,H24202-4321D-01,10.0.11.46,Version 15.5(3)S4b
TFN,H24202-2924D-01,10.0.11.45,Version 12.0(5.2)XU
TFN,H24203-4321D-01,10.0.11.62,Version 15.5(3)S4b
TFN,H24203-2924D-01,10.0.11.61,Version 12.0(5)WC17
TFN,H24402-1941D-01,10.0.11.190,Version 15.1(2)T5
TFN,H24402-2924D-01,10.0.11.189,Version 12.0(5.2)XU
TFN,H24802-4321D-01,10.32.25.242,Version 15.5(3)S4b
TFN,H24802-2950D-01,10.32.25.93,Version 12.1(22)EA13
TFN,H24802-2960D-02,10.32.25.92,Version 12.2(58)SE2
TFN,H25101-4321D-01,10.0.3.190,Version 15.5(3)S4b  
TFN,H25101-2960D-01,10.0.3.181,Version 12.2(58)SE2
TFN,TX97001-4321D-01,,
TFN,S97001-1941D-01,10.0.250.9,Version 15.2(4)M6
TFN,S97001-2924D-01,10.0.14.253,Version 12.0(5)WC17
TFN,S97001-2924D-02,10.0.14.252,Version 12.0(5)WC17
TFN,TX97002-4321D-01,10.0.15.78,Version 15.5(3)S4b
TFN,TX97002-3750D-01,10.0.15.77,Version 12.2(55)SE
TFN,TX26024-4321D-01,10.0.17.110,Version 15.5(3)S4b
TFN,TX26024-3750D-01,10.0.17.109,Version 12.2(25)SEE1
TFN,TX98101-4321D-01,10.0.15.62,Version 15.5(3)S4b
TFN,TX98101-C3550-01,10.0.15.61,Version 12.1(13)EA1c
TFN,C40804-9300D-01,10.64.0.250 ,Version 16.12.03a
TFN,C40804-9300D-01,10.64.0.250 ,Version 16.12.03a
TFN,C40804-3925D-01,10.64.250.1,Version 15.2(4)M6a
TFN,C40804-3925D-02,10.64.250.2,Version 15.2(4)M6a
TFN,C40804-2610S-01,10.64.0.251,Version 12.2(46a)
TFN,C40804-2960D-01,10.64.0.145,Version 12.2(58)SE2
TFN,C40804-2960D-02,10.64.0.249,Version 12.2(58)SE2
TFN,C40804-2960D-03,10.64.0.248,Version 12.2(58)SE2
TFN,C40804-2924D-04,10.64.0.246,Version 12.0(5)WC17
TFN,C40804-2960D-04,10.64.0.247,Version 12.2(58)SE2
TFN,C40804-2960D-05,10.64.0.241,Version 12.2(44)SE6
TFN,C40804-3550D-11,10.64.23.1,Version 12.2(25)SEE4
TFN,C40804-3550D-12,10.64.23.2,Version 12.2(25)SEE4
TFN,A40804-4321D-01,10.64.250.3,Version 15.5(3)S4b
TFN,A40804-2960D-01,10.64.2.253,Version 12.2(58)SE2
TFN,A40804-2960D-02,10.64.2.252,Version 12.2(58)SE2
TFN,A40804-2960D-03,10.64.2.251,Version 12.2(58)SE2
TFN,A40804-2960D-04,10.64.2.250,Version 12.2(58)SE2
TFN,A40804-2960D-05,10.64.2.249,Version 12.2(44)SE6
TFN,A40804-2960D-06,10.64.2.248,Version 12.2(58)SE2
TFN,A40403-4321D-01,10.64.255.26,Version 15.5(3)S4b
TFN,A40403-2924D-01,10.64.6.253,Version 12.0(5.2)XU
TFN,A40701-4321D-01,10.64.4.254,Version 15.5(3)S4b
TFN,A40701-2924D-01,10.64.4.253,Version 12.0(5.2)XU
TFN,A40703-4321D-01,10.64.250.110,Version 15.5(3)S4b
TFN,A40703-4321D-02,10.64.250.114,Version 15.5(3)S4b
TFN,A40703-2924D-01,10.64.3.45,Version 12.0(5.2)XU
TFN,A40703-2924D-02,10.64.3.44,Version 12.0(5.2)XU
TFN,A40703-2960D-03,10.64.3.157,Version 12.2(53)SE2
TFN,A40703-2960D-04,10.64.3.156,Version 12.2(53)SE2
TFN,TX35006-4321D-01,10.64.11.14,Version 15.5(3)S4b
TFN,TX35006-2924D-01,10.64.11.10,Version 12.0(5.3)WC(1)
TFN,B414004-4321D-01,10.64.14.254,Version 15.5(3)S4b
TFN,B414004-2924D-01,10.64.14.253,Version 12.0(5.2)XU
TFN,A54007-4321D-01,10.64.250.134,Version 15.5(3)S4b
TFN,A54007-4321D-02,10.64.250.138,Version 15.5(3)S4b
TFN,B540007-2960D-01,10.64.13.1,Version 12.2(44)SE6
TFN,H36601-4321D-01,10.64.11.62,Version 15.5(3)S4b
TFN,H36601-2924D-01,10.64.11.61,Version 12.0(5.2)XU
TFN,H40201-4321D-01,10.64.7.14,Version 15.5(3)S4b
TFN,H40201-2950D-01,10.64.7.13,Version 12.1(22)EA4
TFN,H40201-2960D-02,10.64.7.3,Version 12.2(58)SE2
TFN,H40202-4321D-01,10.64.3.78,Version 15.5(3)S4b
TFN,H40202-2924D-01,10.64.3.77,Version 12.0(5.3)WC(1)
TFN,H40301-4321D-01,10.64.7.30,Version 15.5(3)S4b
TFN,H40301-2924D-01,10.64.7.29,Version 12.0(5.2)XU
TFN,H40402-4321D-01,10.64.5.14,Version 15.5(3)S4b
TFN,H40402-2924D-01,10.64.5.13,Version 12.0(5.2)XU
TFN,H40601-4321D-01,10.64.5.30,Version 15.5(3)S4b
TFN,H40601-2924D-01,10.64.5.29,Version 12.0(5.2)XU
TFN,H40605-4321D-01,10.64.7.94,Version 15.5(3)S4b
TFN,H40605-2924D-01,10.64.7.93,Version 12.0(5.3)WC(1)
TFN,H40702-4321D-01,10.64.5.46,Version 15.5(3)S4b
TFN,H40702-2924D-01,10.64.5.45,Version 12.0(5.2)XU
TFN,H40802-4321D-01,10.64.3.94,Version 15.5(3)S4b
TFN,H40802-2924D-01,10.64.3.93,Version 12.0(5.3)WC(1)
TFN,H41101-4321D-01,10.64.7.158,Version 15.5(3)S4b
TFN,H41101-2960D-01,10.64.7.157,Version 12.2(58)SE
TFN,H41201-4321D-01,10.64.7.46,Version 15.5(3)S4b
TFN,H41201-C3524-01,10.64.7.45,Version 12.0(5)WC17
TFN,H42003-4321D-01,10.64.5.206,Version 15.5(3)S4b
TFN,H42003-2924D-01,10.64.5.205,Version 12.0(5.2)XU
TFN,H42006-1941D-01,10.64.19.158,Version 15.1(2)T5
TFN,H42006-2960D-01,10.64.19.157,Version 12.2(55)SE7
TFN,H42006-2960D-02,10.64.19.156,Version 12.2(55)SE7
TFN,H42101-1941D-01,10.64.19.222,Version 15.1(2)T5
TFN,H42101-2924D-01,10.64.19.221,Version 12.0(5.3)WC(1)
TFN,H42701-4321D-01,10.64.5.62,Version 15.5(3)S4b
TFN,H42701-2924D-01,10.64.5.61,Version 12.0(5.2)XU
TFN,H42801-4321D-01,10.64.19.30,Version 15.5(3)S4b
TFN,H42801-2924D-01,10.64.19.29,Version 12.0(5.2)XU
TFN,H43301-1941D-01,10.64.12.253,Version 15.1(2)T5
TFN,H43301-2960D-01,10.64.12.29,Version 12.2(58)SE2
TFN,H50002-4321D-01,10.64.7.78,Version 15.5(3)S4b
TFN,H50002-2960D-01,10.64.7.77,Version 12.2(44)SE6
TFN,H50005-4321D-01,10.64.77.190,Version 15.5(3)S4b
TFN,H50005-4321D-02,10.64.77.189,Version 15.5(3)S4b
TFN,H50005-2960D-01,10.64.77.161,Version 12.2(55)SE5
TFN,H50007-4321D-01,10.64.77.254,Version 15.5(3)S4b
TFN,H50007-2960D-01,10.64.77.253,Version 12.2(58)SE2
TFN,H50007-2960D-02,10.64.77.252,Version 12.2(58)SE2
TFN,H51001-4321D-01,10.64.9.30,Version 15.5(3)S4b
TFN,H51001-2950D-01,10.64.9.45,Version 12.1(22)EA4a
TFN,H52101-4321D-01,10.64.12.62,Version 15.5(3)S4b
TFN,H52101-2950D-01,10.64.12.61,Version 12.1(22)EA4a
TFN,H54501-4321D-01,10.64.17.254,Version 15.5(3)S4b
TFN,H54501-2924D-01,10.64.17.13,Version 12.0(5.3)WC(1)
TFN,H63201-4321D-01,10.64.18.254,Version 15.5(3)S4b
TFN,H63201-2924D-01,10.64.18.29,Version 12.0(5.3)WC(1)
TFN,H63203-4321D-01,10.64.7.62,Version 15.5(3)S4b
TFN,H63203-2950D-01,10.64.7.61,Version 12.1(22)EA1
TFN,S36001-4321D-01,10.64.250.102,Version 15.5(3)S4b
TFN,S36001-4321D-02,10.64.250.106,Version 15.5(3)S4b
TFN,S36001-2924D-01,10.64.10.253,Version 12.0(5)WC17
TFN,S36001-2924D-02,10.64.10.252,Version 12.0(5)WC17
TFN,S36001-2960D-03,10.64.10.250,Version 12.2(44)SE6
TFN,TX64001-4321D-01,10.64.250.142,Version 15.5(3)S4b
TFN,TX64001-4321D-02,10.64.250.146,Version 15.5(3)S4b
TFN,TX64001-2620D-01,10.64.250.10,Version 15.2(4)M6a
TFN,TX64001-2924D-01,10.64.15.125,Version 12.0(5.3)WC(1)
TFN,S70201-2610S-01,10.96.14.251,Version 12.2(46a)
TFN,S70202-4321D-01,10.96.2.110,Version 15.5(3)S4b
TFN,S70202-4321D-02,10.96.2.114,Version 15.5(3)S4b
